lexical_density,nominalization_density,clausal_complexity,mean_length_of_clause,passive_voice_ratio,label,level,filename
0.4472,1.8634,1.5,9.2,0.1429,1,Intermediate,WNL Lego movie-int.txt
0.4918,4.6575,1.7353,7.8495,0.0588,1,Intermediate,WNL Loneliness-int.txt
0.507,6.2208,1.6562,7.5647,0.1562,1,Intermediate,WNL Love hormonw-int.txt
0.453,2.7919,1.1429,10.5067,0.1143,1,Intermediate,WNL Making a killing-int.txt
0.4683,2.7778,2.1143,6.9358,0.2,1,Intermediate,WNL Man falls-int.txt
0.4152,4.1522,1.931,6.8,0.1724,1,Intermediate,WNL Mars-int.txt
0.4537,3.5366,1.6809,6.5079,0.1064,1,Intermediate,WNL Men in black-int.txt
0.4945,4.7945,1.0732,8.5882,0.1463,1,Intermediate,WNL Mirrors-int.txt
0.4691,2.9004,1.1795,9.3294,0.2308,1,Intermediate,WNL Morocco-int.txt
0.4478,3.7123,0.9,11.3421,0.0,1,Intermediate,WNL Music-int.txt
0.4721,3.0916,1.5952,7.7156,0.1667,1,Intermediate,WNL Mystery Shopper-int.txt
0.4823,3.6709,2.3243,6.4228,0.027,1,Intermediate,WNL NASA Astronaut-int.txt
0.5025,2.875,1.1333,8.3333,0.2222,1,Intermediate,WNL Neuroscientists-int.txt
0.4821,4.0369,1.8085,6.5682,0.0851,1,Intermediate,WNL New Orleans-int.txt
0.5253,2.5316,1.12,8.9434,0.2,1,Intermediate,WNL Nigerian low tech-int.txt
0.4914,3.5817,2.1667,7.3474,0.3,1,Intermediate,WNL Noise pollution -int.txt
0.4441,2.3743,1.3261,6.6916,0.0435,1,Intermediate,WNL Novel way-int.txt
0.4967,3.3843,0.6377,8.1062,0.087,1,Intermediate,WNL On the trail-int.txt
0.5274,3.3141,1.3143,8.5679,0.2,1,Intermediate,WNL Organic Food-int.txt
0.4225,4.3928,1.1136,8.3226,0.0682,1,Intermediate,WNL Pacific Islanders-int.txt
0.4392,1.3986,1.45,7.2959,0.225,1,Intermediate,WNL Pizza chain-int.txt
0.5181,3.0479,2.0,7.6556,0.3667,1,Intermediate,WNL Planet-int.txt
0.5007,2.4772,1.9355,8.4286,0.1613,1,Intermediate,WNL Poverty-int.txt
0.4723,1.61,1.5833,6.0108,0.1389,1,Intermediate,WNL Revolution-int.txt
0.4793,3.3794,1.1081,8.3462,0.2162,1,Intermediate,WNL Rwanda-int.txt
0.4864,3.7288,1.6897,7.5641,0.1379,1,Intermediate,WNL Satnav-int.txt
0.44,3.2381,1.6452,6.4024,0.2258,1,Intermediate,WNL Scarlett-int.txt
0.4882,4.4379,2.44,7.8605,0.24,1,Intermediate,WNL School Sports-int.txt
0.486,2.8011,1.7742,8.3023,0.129,1,Intermediate,WNL School-int.txt
0.4884,2.029,1.4194,9.2,0.0323,1,Intermediate,WNL Scientist-int.txt
0.4062,3.2134,1.2368,9.1529,0.1316,1,Intermediate,WNL Scottish referendum-int.txt
0.4637,4.0076,1.8333,7.7059,0.0833,1,Intermediate,WNL SeaWorld-int.txt
0.4078,1.8843,1.1515,10.4648,0.2424,1,Intermediate,WNL Shakespeare-int.txt
0.4387,2.7231,2.1724,7.1848,0.1034,1,Intermediate,WNL shark-int.txt
0.5295,2.2472,1.6471,7.9111,0.2059,1,Intermediate,WNL Ships noise-int.txt
0.4878,2.5932,1.7353,6.6344,0.2647,1,Intermediate,WNL Shocking-int.txt
0.4735,3.0968,1.5349,7.1101,0.0465,1,Intermediate,WNL Shops-int.txt
0.5482,4.6398,1.2857,8.5312,0.0714,1,Intermediate,WNL six well paid jobs-int.txt
0.5355,4.6296,1.25,10.2857,0.0714,1,Intermediate,WNL Six year olds-int.txt
0.4453,3.1809,1.2,7.6212,0.1,1,Intermediate,WNL Spain Robin Hood-int.txt
0.4839,1.8018,0.9149,8.6333,0.1489,1,Intermediate,WNL Spain Wetlands-int.txt
0.4105,2.2039,1.25,8.963,0.1111,1,Intermediate,WNL Star Wars-int.txt
0.5549,5.8603,1.7188,9.2184,0.0625,1,Intermediate,WNL Still no flying cars-int.txt
0.5078,2.6087,1.5926,8.2143,0.1111,1,Intermediate,WNL Swarthy caveman-int.txt
0.3952,2.7149,1.2895,7.6207,0.2105,1,Intermediate,WNL Switched Babies-int.txt
0.5583,4.375,0.8125,8.2759,0.0312,1,Intermediate,WNL Ten ideas-int.txt
0.4375,2.8846,1.3939,7.8987,0.1212,1,Intermediate,WNL The age of music-int.txt
0.4793,2.6283,1.8529,8.2371,0.1765,1,Intermediate,WNL The Greek island-int.txt
0.4577,3.3088,0.5946,9.2203,0.2162,1,Intermediate,WNL The last-int.txt
0.4684,3.3661,1.7778,7.13,0.1667,1,Intermediate,WNL The lightweight-int.txt
0.433,0.9569,1.4468,7.2696,0.0213,1,Intermediate,WNL The millenials-int.txt
0.3976,2.6829,0.9231,10.9333,0.1795,1,Intermediate,WNL Tributes-int.txt
0.491,3.5961,2.0909,7.0882,0.0909,1,Intermediate,WNL Use of e-cig-int.txt
0.4569,4.2408,1.0,9.8784,0.0811,1,Intermediate,WNL Vienna-int.txt
0.4757,2.6549,1.4706,7.1746,0.1961,1,Intermediate,WNL Waiters-int.txt
0.464,1.877,1.451,7.672,0.0784,1,Intermediate,WNL Ways Facebook changed-int.txt
0.486,2.3743,1.5294,8.3256,0.3529,1,Intermediate,WNL We must-int.txt
0.4215,1.8541,1.6444,6.7983,0.0667,1,Intermediate,WNL Wealth therapy-int.txt
0.4444,3.2099,1.0816,7.9412,0.0408,1,Intermediate,WNL What does Apple-int.txt
0.4824,3.9012,1.3939,9.7342,0.2121,1,Intermediate,WNL What is world's-int.txt
0.4898,3.6835,1.3256,7.33,0.1395,1,Intermediate,WNL What's the secret-int.txt
0.4344,3.4121,1.7805,6.6842,0.1463,1,Intermediate,WNL Who can stop Trump-int.txt
0.4018,2.584,1.4359,8.1474,0.1538,1,Intermediate,WNL Who invented-int.txt
0.4557,2.4883,1.6129,7.9383,0.0968,1,Intermediate,WNL Why are people so wrong-int.txt
0.5503,2.9982,1.7857,7.2692,0.1429,1,Intermediate,WNL Why we should -int.txt
0.4614,1.9704,1.3429,7.4268,0.0571,1,Intermediate,WNL Why you should start work at 10-int.txt
0.4805,2.9004,2.0256,6.7203,0.1026,1,Intermediate,WNL Will drones-int.txt
0.4584,1.6883,1.7105,7.4757,0.0263,1,Intermediate,WNL Winter-int.txt
0.4529,2.6723,0.975,9.0,0.1,1,Intermediate,WNL World Cup-int.txt
0.4614,1.4458,1.475,8.3838,0.15,1,Intermediate,WNL Young Americans-int.txt
0.4862,2.6074,1.8462,8.8108,0.2692,1,Intermediate,Zero Hours-int.txt
0.4738,4.2925,1.3043,11.8679,0.3913,2,Advanced,Amazon-adv.txt
0.4759,5.4825,2.0,8.0,0.4211,2,Advanced,Amsterdam-adv.txt
0.4749,4.3933,1.3542,8.4602,0.125,2,Advanced,Anita-adv.txt
0.4705,2.2113,2.2593,9.25,0.2593,2,Advanced,Arctic mapping-adv.txt
0.4059,3.4351,2.2759,8.2737,0.2414,2,Advanced,Banksy-adv.txt
0.4875,3.6606,1.8333,8.8382,0.2083,2,Advanced,Billionaires-adv.txt
0.4517,3.3229,1.0,8.9167,0.1296,2,Advanced,Blackberry-adv.txt
0.4384,5.6763,1.6875,9.6279,0.25,2,Advanced,Bolivia-adv.txt
0.494,3.6254,2.1818,9.4571,0.2273,2,Advanced,Bonus pay-adv.txt
0.4972,3.3822,1.4615,9.2396,0.2308,2,Advanced,Brazil-adv.txt
0.4966,4.2641,2.8,7.6526,0.24,2,Advanced,Cigarettes-adv.txt
0.5488,1.9231,1.4333,9.2603,0.1667,2,Advanced,climate change -adv.txt
0.5248,5.8309,1.56,10.7188,0.36,2,Advanced,Coal to challenge oil-adv.txt
0.4483,3.8333,2.3478,7.7922,0.3478,2,Advanced,Copyright-adv.txt
0.4418,4.2225,1.8462,8.7477,0.2564,2,Advanced,Crowdfunding-adv.txt
0.4582,1.7028,2.0,6.9462,0.129,2,Advanced,Denmark-adv.txt
0.464,3.8136,1.0,8.9057,0.1698,2,Advanced,Everest-adv.txt
0.4756,3.1419,1.4884,8.6262,0.093,2,Advanced,Exercise-adv.txt
0.4607,2.4828,1.1765,9.7973,0.1471,2,Advanced,Facebook deserted by millions of users-adv.txt
0.5276,2.2638,1.8444,7.9375,0.3556,2,Advanced,False memory-adv.txt
0.415,4.2008,1.5333,8.5614,0.1111,2,Advanced,Ferguson-adv.txt
0.4556,1.3018,1.6087,7.0417,0.087,2,Advanced,Fitness-adv.txt
0.5173,4.0111,2.04,9.5132,0.2,2,Advanced,Food shortages-adv.txt
0.4856,2.5962,1.3188,6.5,0.2754,2,Advanced,Gangs-adv.txt
0.4673,4.7739,1.1951,8.8444,0.0976,2,Advanced,Gorillas and oil-adv.txt
0.4858,3.1991,1.641,8.1942,0.0769,2,Advanced,Greeks and drugs-adv.txt
0.4425,2.9234,2.2941,8.8571,0.3824,2,Advanced,Hillsborough-adv.txt
0.4839,2.9703,1.1143,10.9189,0.2286,2,Advanced,Insects-adv.txt
0.5318,4.1199,2.2188,7.7767,0.25,2,Advanced,Japan menu-adv.txt
0.4107,2.3209,1.0606,7.2868,0.1364,2,Advanced,Japan-adv.txt
0.457,3.3461,1.4906,7.9242,0.0943,2,Advanced,Kashmir-adv.txt
0.455,3.7538,2.0,8.5385,0.4231,2,Advanced,Kate and William-adv.txt
0.4498,4.0888,2.0625,8.7347,0.3125,2,Advanced,Kenya-adv.txt
0.452,3.0,1.6667,8.3333,0.1333,2,Advanced,Liberia-adv.txt
0.4683,4.195,1.7105,8.5631,0.2632,2,Advanced,Lie detector-adv.txt
0.4256,3.2295,1.4737,9.2234,0.1579,2,Advanced,Life expectancy-adv.txt
0.4278,4.7767,2.1463,7.4651,0.2195,2,Advanced,Life on Mars-adv.txt
0.4577,2.8192,0.7586,11.8235,0.1379,2,Advanced,Loterry-adv.txt
0.42,3.5,1.5789,8.1633,0.1053,2,Advanced,Malala-adv.txt
0.4769,3.7179,1.0526,10.0,0.2895,2,Advanced,Meteorite-adv.txt
0.4771,4.1429,1.4839,9.0909,0.1613,2,Advanced,Midlife crisis-adv.txt
0.4892,3.2407,2.16,8.2025,0.36,2,Advanced,Murderers beware-adv.txt
0.4148,3.5934,1.26,8.6195,0.2,2,Advanced,Nelson Mandela-adv.txt
0.4931,2.4306,1.4286,8.4706,0.2143,2,Advanced,Nepal-adv.txt
0.479,2.3061,1.0175,8.2957,0.0351,2,Advanced,Norwegian sun-adv.txt
0.4688,5.1852,2.1081,8.2174,0.1351,2,Advanced,NSA 2-adv.txt
0.463,6.5693,1.5366,9.2212,0.2927,2,Advanced,NSA scandal-adv.txt
0.4283,3.5605,1.7442,8.3305,0.1163,2,Advanced,Obama-adv.txt
0.5037,5.6235,1.5152,9.8554,0.1818,2,Advanced,Old age-adv.txt
0.4533,4.0404,1.8056,7.8416,0.1944,2,Advanced,Organs-adv.txt
0.3852,2.8571,2.0952,7.2692,0.1905,2,Advanced,Pope-adv.txt
0.4162,0.9122,1.8333,7.3697,0.2619,2,Advanced,Prince Harry-adv.txt
0.4849,3.7088,1.8,7.4286,0.2,2,Advanced,Rats-adv.txt
0.4638,3.1056,2.0,9.7576,0.3333,2,Advanced,Richard III-adv.txt
0.3942,2.9046,1.2857,10.0417,0.3333,2,Advanced,Royal Baby-adv.txt
0.4617,2.4134,1.6364,8.2155,0.1364,2,Advanced,Skydiver-adv.txt
0.4674,2.9155,2.1579,8.575,0.2632,2,Advanced,Spain-adv.txt
0.4587,4.5872,1.6129,9.4198,0.0645,2,Advanced,Starbucks-adv.txt
0.5104,5.6707,1.0566,8.4128,0.1698,2,Advanced,Superbugs-adv.txt
0.4605,5.0811,1.7045,7.7731,0.3409,2,Advanced,Swedish prisons-adv.txt
0.518,4.3919,1.5714,8.2222,0.2143,2,Advanced,Syria-adv.txt
0.52,3.0591,1.2273,9.6735,0.0909,2,Advanced,Teff-adv.txt
0.4609,3.4676,1.7273,9.9333,0.1515,2,Advanced,Thatcher-adv.txt
0.4532,3.01,1.7692,8.3056,0.1538,2,Advanced,US shutdown-adv.txt
0.4823,5.6356,1.4545,9.4198,0.1818,2,Advanced,Violence-adv.txt
0.3809,3.1348,1.8065,7.3333,0.2903,2,Advanced,WNL 101 year old bottle message-adv.txt
0.4803,3.044,1.5652,7.5169,0.1087,2,Advanced,WNL A good night sleep-adv.txt
0.4816,3.5526,1.1613,11.3433,0.1613,2,Advanced,WNL Apple-adv.txt
0.4395,3.0508,1.6667,7.9018,0.0952,2,Advanced,WNL Arctic Ramadan-adv.txt
0.5126,5.4393,2.2973,7.8361,0.2703,2,Advanced,WNL Are MOOCs the future-adv.txt
0.4706,2.4221,1.4167,6.6437,0.1111,2,Advanced,WNL are you a bad boyfriend-adv.txt
0.4674,4.7695,3.1429,7.2299,0.4762,2,Advanced,WNL Bangladesh factory owners-adv.txt
0.4933,3.8977,1.4773,7.5321,0.1364,2,Advanced,WNL Bangladeshi organization-adv.txt
0.4479,4.3758,2.5312,6.8761,0.1562,2,Advanced,WNL Barack Obama-adv.txt
0.5065,3.4858,1.6585,8.422,0.2439,2,Advanced,WNL Basic phone logs-adv.txt
0.4883,2.7579,1.4783,8.5877,0.2609,2,Advanced,WNL Billionaires-adv.txt
0.4203,0.9223,1.2174,7.4412,0.1087,2,Advanced,WNL Black Friday-adv.txt
0.5035,4.5643,2.3214,7.7742,0.25,2,Advanced,WNL Bogus Allergy-adv.txt
0.4419,3.6077,1.1731,7.8496,0.1154,2,Advanced,WNL Bright Future-adv.txt
0.4799,4.4118,1.8214,9.4684,0.25,2,Advanced,WNL Brown bears-adv.txt
0.4625,1.6895,2.2632,7.6371,0.2105,2,Advanced,WNL Calais Migrants-adv.txt
0.4877,2.2412,1.2453,7.8739,0.1132,2,Advanced,WNL Can the US-adv.txt
0.4334,1.7751,1.15,7.8605,0.05,2,Advanced,WNL Canadian Pair-adv.txt
0.4548,2.5522,1.8158,8.0561,0.2895,2,Advanced,WNL Castaway-adv.txt
0.4668,3.4574,1.2059,10.0267,0.2353,2,Advanced,WNL Changing India-adv.txt
0.4353,1.6497,1.6579,7.802,0.1316,2,Advanced,WNL Coloring Books-adv.txt
0.4707,4.4423,1.4468,9.2,0.234,2,Advanced,WNL Criminal Links-adv.txt
0.4639,3.7572,1.2581,9.8857,0.3226,2,Advanced,WNL Cuba-adv.txt
0.4137,3.1379,1.0862,10.0083,0.1552,2,Advanced,WNL David Bowie-adv.txt
0.4139,2.3224,2.1852,8.5116,0.4444,2,Advanced,WNL David Mitchell-adv.txt
0.4875,5.3292,1.0,9.3824,0.1765,2,Advanced,WNL Drowning in rubbish-adv.txt
0.5223,4.8267,1.75,10.4935,0.2857,2,Advanced,WNL EU Pollution-adv.txt
0.442,1.752,1.234,7.0667,0.0426,2,Advanced,WNL Experience-adv.txt
0.5021,4.4755,2.1852,8.314,0.0741,2,Advanced,WNL Extinction-adv.txt
0.4672,2.5164,1.8696,6.9242,0.1739,2,Advanced,WNL Extreme heat-adv.txt
0.4063,3.4301,1.5,10.1067,0.4667,2,Advanced,WNL FIFA-adv.txt
0.4669,2.4048,2.2093,7.2319,0.186,2,Advanced,WNL Fifth of young adults-adv.txt
0.4114,2.3422,1.4118,7.9837,0.1765,2,Advanced,WNL First female coach-adv.txt
0.4914,3.6122,1.5417,8.623,0.1875,2,Advanced,WNL First high resolution images-adv.txt
0.5122,2.5788,2.0455,6.9453,0.1515,2,Advanced,WNL Five jobs-adv.txt
0.4319,3.75,1.6452,8.7805,0.4194,2,Advanced,WNL Four new elements-adv.txt
0.5096,3.6649,1.9545,8.8154,0.4091,2,Advanced,WNL Glastonbury-adv.txt
0.4888,3.1537,1.3043,14.3585,0.1739,2,Advanced,WNL Goodbye fish and chips-adv.txt
0.4933,3.4521,2.1714,8.0901,0.4286,2,Advanced,WNL Google boss-adv.txt
0.4621,2.2636,1.4118,9.1585,0.1471,2,Advanced,WNL Google car-adv.txt
0.4327,2.9197,1.0175,8.3391,0.1228,2,Advanced,WNL How downtown Abbey-adv.txt
0.4793,3.533,1.875,9.4348,0.375,2,Advanced,WNL I confused my numbers-adv.txt
0.4416,3.528,1.4,8.5625,0.15,2,Advanced,WNL Icebucket challenge-adv.txt
0.4081,2.627,1.6,8.7846,0.24,2,Advanced,WNL Icelandic names-adv.txt
0.503,2.8887,1.0857,8.0616,0.2857,2,Advanced,WNL In flight-adv.txt
0.5026,2.8721,1.2703,9.119,0.0811,2,Advanced,WNL India's rich-adv.txt
0.4134,1.9608,1.2812,8.3836,0.25,2,Advanced,WNL Inky the octopus-adv.txt
0.4359,2.2945,1.5417,8.5738,0.1667,2,Advanced,WNL Inventions-adv.txt
0.524,4.3668,1.6071,9.411,0.2143,2,Advanced,WNL Japan-adv.txt
0.4275,4.2553,1.6316,10.34,0.3158,2,Advanced,WNL JMW Turner-adv.txt
0.4457,1.9837,2.0645,9.0211,0.0645,2,Advanced,WNL John Lewis-adv.txt
0.4499,3.372,1.8636,7.5317,0.0455,2,Advanced,WNL Kate Bush-adv.txt
0.5086,4.5259,2.1389,8.2124,0.25,2,Advanced,WNL Kiruna-adv.txt
0.446,2.2161,2.0909,10.6176,0.1818,2,Advanced,WNL Lego movie-adv.txt
0.4898,3.9877,1.9762,7.824,0.0952,2,Advanced,WNL Loneliness-adv.txt
0.5048,6.2241,2.0645,7.6105,0.2258,2,Advanced,WNL Love hormonw-adv.txt
0.4424,3.0384,1.4286,10.9706,0.1905,2,Advanced,WNL Making a killing-adv.txt
0.466,2.6539,2.1951,7.1908,0.1951,2,Advanced,WNL Man falls-adv.txt
0.444,4.7026,2.3704,7.9451,0.1852,2,Advanced,WNL Mars-adv.txt
0.4473,3.854,1.8491,6.5298,0.0755,2,Advanced,WNL Men in black-adv.txt
0.5156,5.0204,1.2105,8.7738,0.1579,2,Advanced,WNL Mirrors-adv.txt
0.4744,3.6752,1.5577,8.797,0.3077,2,Advanced,WNL Morocco-adv.txt
0.4567,3.3465,1.4737,10.8085,0.0526,2,Advanced,WNL Music-adv.txt
0.466,3.3488,1.9574,7.7338,0.1702,2,Advanced,WNL Mystery Shopper-adv.txt
0.4775,3.681,2.7317,6.3922,0.0244,2,Advanced,WNL NASA Astronaut-adv.txt
0.5083,1.9934,1.413,8.1351,0.2826,2,Advanced,WNL Neuroscientists-adv.txt
0.4672,4.3768,1.9804,6.9145,0.0784,2,Advanced,WNL New Orleans-adv.txt
0.537,3.2258,1.4545,9.7593,0.2727,2,Advanced,WNL Nigerian low tech-adv.txt
0.4854,3.8023,2.4,7.7353,0.2667,2,Advanced,WNL Noise pollution -adv.txt
0.444,2.6718,1.5,6.8348,0.0435,2,Advanced,WNL Novel way-adv.txt
0.4892,4.7016,0.7284,7.9,0.0988,2,Advanced,WNL On the trail-adv.txt
0.5291,3.8769,1.4524,8.5146,0.2619,2,Advanced,WNL Organic Food-adv.txt
0.4425,3.9674,1.4222,9.0183,0.1333,2,Advanced,WNL Pacific Islanders-adv.txt
0.434,1.4379,1.7647,8.1383,0.2647,2,Advanced,WNL Pizza chain-adv.txt
0.5183,3.2564,2.5,8.0989,0.3846,2,Advanced,WNL Planet-adv.txt
0.5177,4.0268,1.9024,8.7647,0.1707,2,Advanced,WNL Poverty-adv.txt
0.4547,1.6345,1.5122,6.534,0.122,2,Advanced,WNL Revolution-adv.txt
0.4743,2.8186,1.2609,7.8462,0.2826,2,Advanced,WNL Rwanda-adv.txt
0.4915,3.8521,2.2222,7.4598,0.2593,2,Advanced,WNL Satnav-adv.txt
0.4227,3.5346,1.6316,6.79,0.2368,2,Advanced,WNL Scarlett-adv.txt
0.4918,4.0872,2.5385,7.9783,0.2308,2,Advanced,WNL School Sports-adv.txt
0.474,2.4142,1.9375,8.3723,0.1875,2,Advanced,WNL School-adv.txt
0.4949,2.5253,1.9,9.1034,0.0667,2,Advanced,WNL Scientist-adv.txt
0.4127,3.3405,1.641,9.0097,0.2051,2,Advanced,WNL Scottish referendum-adv.txt
0.4779,4.2517,2.6316,8.5217,0.1579,2,Advanced,WNL SeaWorld-adv.txt
0.402,1.6704,1.4848,10.9512,0.2424,2,Advanced,WNL Shakespeare-adv.txt
0.4301,1.8634,1.9667,7.236,0.1333,2,Advanced,WNL shark-adv.txt
0.5327,2.1362,1.7059,8.1413,0.2353,2,Advanced,WNL Ships noise-adv.txt
0.4874,2.6588,1.9706,6.703,0.2941,2,Advanced,WNL Shocking-adv.txt
0.4804,3.0392,1.72,7.5,0.1,2,Advanced,WNL Shops-adv.txt
0.5353,4.9669,1.4186,8.7115,0.093,2,Advanced,WNL six well paid jobs-adv.txt
0.5221,4.2998,1.2121,11.1507,0.1212,2,Advanced,WNL Six year olds-adv.txt
0.4587,4.2857,1.5,7.0,0.0833,2,Advanced,WNL Spain Robin Hood-adv.txt
0.4845,2.8155,1.2407,8.5124,0.2593,2,Advanced,WNL Spain Wetlands-adv.txt
0.4352,3.3223,1.9032,10.0333,0.2258,2,Advanced,WNL Star Wars-adv.txt
0.5431,5.0,2.4412,8.7179,0.1176,2,Advanced,WNL Still no flying cars-adv.txt
0.5189,3.1081,1.8485,7.8723,0.1212,2,Advanced,WNL Swarthy caveman-adv.txt
0.4061,2.6455,1.3636,7.2692,0.1818,2,Advanced,WNL Switched Babies-adv.txt
0.5346,3.9297,0.8036,9.5743,0.1607,2,Advanced,WNL Ten ideas-adv.txt
0.4569,3.0377,1.6053,8.3131,0.1579,2,Advanced,WNL The age of music-adv.txt
0.4975,2.8197,2.4474,7.5802,0.1842,2,Advanced,WNL The Greek island-adv.txt
0.4679,2.4064,1.0,9.35,0.225,2,Advanced,WNL The last-adv.txt
0.468,2.4691,2.075,7.2439,0.25,2,Advanced,WNL The lightweight-adv.txt
0.4423,0.939,1.6346,7.7737,0.0192,2,Advanced,WNL The millenials-adv.txt
0.4819,3.7565,2.0909,7.5686,0.1212,2,Advanced,WNL Tributes-adv.txt
0.3908,2.5922,1.4146,10.1313,0.2683,2,Advanced,WNL Use of e-cig-adv.txt
0.4577,4.6911,1.125,10.2824,0.125,2,Advanced,WNL Vienna-adv.txt
0.4775,2.7634,1.7414,7.283,0.3276,2,Advanced,WNL Waiters-adv.txt
0.4698,2.5397,1.55,8.2353,0.1167,2,Advanced,WNL Ways Facebook changed-adv.txt
0.4872,2.6721,1.5641,9.73,0.4359,2,Advanced,WNL We must-adv.txt
0.4149,1.4099,1.5273,7.1439,0.0545,2,Advanced,WNL Wealth therapy-adv.txt
0.4591,2.7607,1.3061,8.6549,0.102,2,Advanced,WNL What does Apple-adv.txt
0.4995,4.7354,1.6364,9.2845,0.2727,2,Advanced,WNL What is world's-adv.txt
0.513,3.1385,1.7447,7.1628,0.1915,2,Advanced,WNL What's the secret-adv.txt
0.4578,3.9095,2.0652,6.8936,0.1522,2,Advanced,WNL Who can stop Trump-adv.txt
0.4197,2.3901,1.8261,8.0462,0.2174,2,Advanced,WNL Who invented-adv.txt
0.4658,3.1421,1.8438,8.044,0.125,2,Advanced,WNL Why are people so wrong-adv.txt
0.5601,2.8007,2.2083,7.8831,0.25,2,Advanced,WNL Why we should -adv.txt
0.4656,1.7188,1.4706,7.619,0.1176,2,Advanced,WNL Why you should start work at 10-adv.txt
0.4827,2.9532,2.0682,7.2741,0.1364,2,Advanced,WNL Will drones-adv.txt
0.4609,1.8107,2.04,7.9934,0.18,2,Advanced,WNL Winter-adv.txt
0.4497,2.7329,1.25,8.9444,0.125,2,Advanced,WNL World Cup-adv.txt
0.4638,1.3903,1.6957,8.121,0.2391,2,Advanced,WNL Young Americans-adv.txt
0.4896,3.663,2.2593,9.3068,0.2222,2,Advanced,Zero Hours-adv.txt
